gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
female,0,no,no,6,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed_check,55.15,322.9,no
male,0,yes,no,15,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,101.1,1504.05,yes
male,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),110.6,7962.2,no
female,0,yes,yes,70,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.8,1378.75,no
male,1,no,no,2,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,93.85,196.75,yes
female,0,yes,yes,15,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,46.3,639.45,no
female,0,yes,yes,33,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.1,579.4,no
female,0,yes,yes,14,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),90.9,1259.0,yes
female,1,no,no,23,yes,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,mailed_check,79.35,1835.3,no
female,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),20.15,238.15,no
female,1,no,no,60,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,yes,electronic_check,106.0,6441.4,yes
female,0,no,no,32,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),109.55,3608.0,no
female,0,no,no,23,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,credit_card_(automatic),49.7,1081.25,no
female,0,no,no,50,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,19.35,1033.0,no
female,0,no,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),86.6,6350.5,no
male,0,yes,no,9,yes,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,yes,electronic_check,79.9,741.7,yes
male,1,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,77.0,237.75,yes
female,0,yes,yes,72,yes,yes,dsl,yes,yes,no,yes,no,no,two_year,no,credit_card_(automatic),66.75,4760.3,no
female,0,yes,yes,11,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),51.0,581.7,no
female,0,yes,yes,39,yes,yes,fiber_optic,no,yes,yes,yes,no,no,one_year,yes,electronic_check,89.55,3474.45,yes
female,0,no,no,3,yes,no,fiber_optic,yes,yes,no,no,no,no,month-to-month,yes,electronic_check,79.1,246.5,yes
female,0,no,no,1,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,no,mailed_check,75.3,75.3,yes
male,0,no,no,4,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,81.0,340.85,yes
male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,45.35,89.5,yes
male,0,no,yes,66,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),25.3,1673.8,no
female,0,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.45,1709.1,no
female,0,yes,no,7,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,86.5,582.5,yes
female,0,yes,no,17,no,no_phone_service,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit_card_(automatic),35.65,646.05,no
male,0,yes,no,31,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,no,electronic_check,93.8,3019.5,yes
female,0,yes,yes,46,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,24.95,1165.9,no
male,1,no,no,2,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,72.6,154.3,no
female,0,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),20.45,82.85,no
female,0,yes,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.35,120.25,no
female,1,no,no,41,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,113.2,4689.5,yes
female,0,yes,no,13,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,no,electronic_check,94.1,1215.6,yes
male,1,yes,yes,60,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,80.95,4859.1,no
female,0,no,no,2,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,80.75,159.45,yes
male,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,86.6,86.6,yes
male,0,no,no,1,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,24.05,24.05,yes
male,1,yes,no,27,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic_check,95.55,2510.2,yes
male,0,no,no,32,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.8,607.7,no
female,0,yes,yes,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.3,31.9,no
female,0,no,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.1,318.6,no
female,0,yes,no,52,yes,no,dsl,yes,no,yes,no,yes,no,one_year,yes,mailed_check,64.3,3410.6,no
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,70.5,70.5,yes
male,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),116.95,8594.4,no
female,0,yes,no,20,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),69.8,1540.35,no
male,0,no,no,23,yes,yes,fiber_optic,no,no,no,yes,yes,no,month-to-month,yes,electronic_check,90.6,1943.2,yes
male,0,no,no,23,yes,no,dsl,no,no,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),64.9,1509.8,no
female,0,no,no,15,yes,no,fiber_optic,yes,yes,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),99.1,1426.4,yes
male,0,no,no,52,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),83.8,4331.4,no
female,0,yes,yes,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.55,1463.45,no
male,0,no,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.75,284.35,no
male,0,yes,no,49,yes,yes,fiber_optic,yes,yes,no,no,yes,no,month-to-month,yes,bank_transfer_(automatic),93.85,4733.1,no
male,0,no,no,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,20.2,684.4,no
male,0,yes,yes,13,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),24.5,343.6,no
female,0,yes,yes,29,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,26.1,692.55,no
female,0,yes,yes,58,yes,yes,dsl,no,yes,no,no,yes,no,month-to-month,yes,bank_transfer_(automatic),66.8,3970.4,no
female,0,no,no,9,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,no,mailed_check,66.25,620.55,yes
female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,44.1,44.1,yes
male,0,yes,no,2,yes,yes,fiber_optic,no,no,yes,no,yes,no,month-to-month,yes,electronic_check,91.45,171.45,no
female,1,no,no,49,yes,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),90.85,4515.85,yes
male,1,no,no,26,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,93.6,2404.1,no
female,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic_check,55.45,55.45,no
female,0,no,no,10,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,75.75,777.3,no
male,0,yes,yes,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.3,40.25,no
female,1,no,no,49,yes,yes,fiber_optic,yes,yes,yes,yes,no,yes,one_year,no,bank_transfer_(automatic),103.0,5166.2,no
male,0,no,no,39,yes,no,fiber_optic,no,no,yes,yes,no,no,one_year,no,electronic_check,81.9,3219.75,no
male,0,no,no,70,yes,yes,fiber_optic,yes,no,no,yes,yes,yes,two_year,yes,credit_card_(automatic),104.0,7250.15,yes
male,0,no,yes,28,yes,no,dsl,no,yes,no,yes,no,no,one_year,yes,credit_card_(automatic),54.4,1516.6,no
female,0,yes,yes,62,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,110.8,6840.95,no
male,0,no,yes,71,yes,yes,fiber_optic,yes,yes,no,no,no,no,one_year,yes,credit_card_(automatic),85.45,6028.95,no
female,0,no,no,53,yes,no,fiber_optic,no,yes,yes,yes,no,yes,one_year,yes,credit_card_(automatic),94.45,5042.75,no
male,0,yes,no,4,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.65,301.4,yes
female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,no,yes,yes,two_year,yes,credit_card_(automatic),82.65,5919.35,no
female,0,no,no,1,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,no,electronic_check,74.35,74.35,no
male,0,yes,yes,47,yes,no,fiber_optic,yes,no,yes,no,no,yes,month-to-month,no,electronic_check,90.05,4137.2,no
male,0,yes,no,43,yes,yes,dsl,yes,no,yes,no,yes,yes,one_year,yes,electronic_check,80.2,3581.6,no
female,0,no,no,7,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),25.05,189.95,no
male,1,yes,no,56,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),85.65,4824.45,no
male,1,no,no,11,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic_check,111.4,1183.05,no
female,0,no,no,29,no,no_phone_service,dsl,yes,yes,no,yes,no,no,one_year,no,credit_card_(automatic),39.5,1082.75,no
female,0,yes,yes,22,yes,no,dsl,no,yes,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),69.5,1498.2,yes
female,0,no,no,23,yes,yes,dsl,no,no,no,yes,yes,yes,one_year,yes,mailed_check,73.75,1756.6,no
female,0,no,no,13,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,80.5,1011.8,no
male,0,no,no,64,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),86.55,5632.55,no
male,0,no,no,62,yes,yes,fiber_optic,yes,yes,yes,no,no,no,month-to-month,no,bank_transfer_(automatic),90.7,5586.45,no
male,0,yes,yes,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.65,332.65,no
female,0,yes,no,17,yes,yes,dsl,no,yes,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),75.4,1322.55,no
female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),113.1,8248.5,no
female,0,no,no,7,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,95.35,660.9,yes
female,0,no,no,2,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,credit_card_(automatic),55.05,102.75,yes
male,0,yes,yes,56,yes,yes,dsl,yes,yes,no,yes,no,yes,two_year,yes,credit_card_(automatic),75.85,4261.2,no
female,0,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),19.7,129.55,no
male,0,yes,yes,64,yes,no,dsl,yes,no,yes,yes,yes,no,two_year,no,mailed_check,69.25,4447.75,no
male,1,yes,no,17,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),81.5,1329.2,yes
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.65,19.65,no
male,0,no,no,51,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),83.4,4149.45,no
male,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,electronic_check,109.65,7880.25,no
female,0,no,no,11,yes,no,dsl,no,no,yes,yes,no,no,one_year,no,bank_transfer_(automatic),53.8,651.55,no
female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,no,two_year,no,credit_card_(automatic),106.1,7657.4,no
female,0,yes,yes,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,19.35,683.75,no
female,0,yes,no,35,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.3,2416.55,yes
male,1,yes,yes,66,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),99.5,6822.15,yes
female,0,yes,no,15,yes,no,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,no,electronic_check,101.75,1669.4,no
female,0,no,no,7,yes,no,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic_check,100.4,715.0,no
female,0,yes,no,49,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,mailed_check,100.85,4847.35,no
female,1,no,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.65,142.35,yes
female,1,no,no,17,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.65,330.6,no
male,0,no,no,28,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month-to-month,yes,credit_card_(automatic),94.5,2659.4,yes
female,0,no,no,41,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,24.85,962.25,no
male,0,yes,no,24,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.65,2542.45,yes
male,0,yes,yes,69,yes,yes,fiber_optic,no,no,yes,no,no,no,two_year,yes,credit_card_(automatic),79.2,5420.65,no
male,0,no,no,35,yes,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),102.35,3626.1,yes
male,0,yes,yes,44,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),20.5,865.05,no
male,0,no,no,32,yes,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic_check,96.2,3183.4,yes
male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),90.8,6397.6,no
male,0,no,no,1,yes,no,fiber_optic,no,no,no,yes,no,no,month-to-month,no,electronic_check,74.0,74.0,no
female,1,no,no,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.35,369.6,no
male,1,yes,yes,58,yes,yes,fiber_optic,yes,yes,no,yes,no,no,one_year,yes,bank_transfer_(automatic),89.85,5125.75,no
male,0,no,no,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.75,311.6,no
female,0,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),84.4,6096.45,no
female,0,yes,no,70,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),84.8,5917.55,no
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.55,19.55,no
female,0,no,no,23,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),24.8,615.35,no
male,0,no,yes,6,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,no,mailed_check,94.5,575.45,yes
male,0,yes,yes,28,yes,no,fiber_optic,no,no,yes,no,yes,no,month-to-month,no,electronic_check,85.45,2289.9,no
male,0,yes,yes,54,yes,no,fiber_optic,no,yes,no,yes,no,no,two_year,yes,bank_transfer_(automatic),79.95,4362.05,no
male,0,yes,no,71,yes,no,dsl,yes,no,no,yes,no,no,two_year,no,bank_transfer_(automatic),54.5,3778.2,no
male,0,no,yes,39,no,no_phone_service,dsl,yes,no,no,yes,yes,no,one_year,no,bank_transfer_(automatic),45.05,1790.6,no
male,0,yes,yes,67,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,electronic_check,111.3,7482.1,yes
male,0,yes,yes,10,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,24.4,253.9,no
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,71.55,71.55,yes
female,0,yes,no,45,yes,no,fiber_optic,no,no,no,yes,yes,yes,two_year,yes,credit_card_(automatic),95.2,4285.8,no
female,0,yes,yes,48,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.0,935.9,no
male,0,no,no,12,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,electronic_check,94.55,1173.55,no
male,0,yes,yes,28,no,no_phone_service,dsl,yes,no,yes,yes,yes,no,one_year,no,mailed_check,50.8,1386.8,no
male,0,yes,yes,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),20.4,107.6,no
male,0,yes,no,43,yes,no,dsl,no,no,no,no,yes,no,one_year,yes,mailed_check,56.35,2391.15,no
female,1,no,yes,33,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),105.35,3465.05,no
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.2,20.2,yes
male,1,yes,no,27,no,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),36.5,1032.0,yes
male,0,yes,no,9,yes,yes,fiber_optic,yes,no,no,no,no,yes,month-to-month,yes,electronic_check,88.05,801.3,no
female,0,no,no,36,yes,yes,dsl,no,yes,no,yes,no,yes,one_year,yes,mailed_check,70.7,2511.95,no
male,0,yes,no,52,yes,yes,fiber_optic,yes,no,yes,yes,no,no,two_year,yes,credit_card_(automatic),91.6,4627.8,no
female,0,no,no,7,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,66.85,458.1,no
male,0,no,no,27,yes,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,electronic_check,81.3,2272.8,no
female,0,yes,yes,10,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed_check,55.55,551.3,no
female,0,no,no,11,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,51.1,531.15,no
female,0,yes,yes,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),25.45,1813.35,no
male,1,no,no,48,yes,yes,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,electronic_check,99.0,4744.35,no
male,0,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.0,78.9,no
female,1,no,no,57,no,no_phone_service,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,55.0,3094.05,no
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.4,20.4,no
